index	version	enabled	ladder	rarity	nolimit	Level	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	End
Baldur's Vision	100	1		10	1	99	20	pa8	paladin			100	30000	dgrn	dgrn						sock	5			ac/lvl	10			red-dmg%		10	20	hp/lvl	10			gethit-skill	38	8	30	pal		3	5	rep-dur	4			light-thorns		500	1500																	0
Baldur's Tumult	100	1		10	1	99	20	pa9	paladin			100	30000	dgrn	dgrn						sock	5			ac/lvl	10			red-dmg%		10	20	hp/lvl	10			gethit-skill	38	8	30	pal		3	5	rep-dur	4			light-thorns		500	1500																	0
Baldur's Junta	100	1		5	1	99	23	paa	paladin			100	35000	dgrn	dgrn						sock	5			ac/lvl	12			red-dmg%		12	24	hp/lvl	12			gethit-skill	38	8	30	pal		3	6	rep-dur	6			light-thorns		500	1500																	0
Baldur's Struggle	100	1		5	1	99	23	pab	paladin			100	35000	dgrn	dgrn						sock	6			ac/lvl	12			red-dmg%		12	24	hp/lvl	12			gethit-skill	38	8	30	pal		3	6	rep-dur	6			light-thorns		500	1500																	0
Baldur's Challenge	100	1		5	1	99	23	pac	paladin			100	35000	dgrn	dgrn						sock	6			ac/lvl	12			red-dmg%		12	24	hp/lvl	12			gethit-skill	38	8	30	pal		3	6	rep-dur	6			light-thorns		500	1500																	0
Baldur's Victory	100	1		3	1	99	26	pad	paladin			100	40000	dgrn	dgrn						sock	6			ac/lvl	15			red-dmg%		15	30	hp/lvl	15			gethit-skill	38	8	31	pal		4	7	rep-dur	6			light-thorns		800	2200																	0
Baldur's Prize	100	1		3	1	99	26	pae	paladin			100	40000	dgrn	dgrn						sock	6			ac/lvl	15			red-dmg%		15	30	hp/lvl	15			gethit-skill	38	8	31	pal		4	7	rep-dur	6			light-thorns		800	2200																	0
Baldur's Precious	100	1		3	1	99	26	paf	paladin			100	40000	dgrn	dgrn						sock	6			ac/lvl	15			red-dmg%		15	30	hp/lvl	15			gethit-skill	38	8	31	pal		4	7	rep-dur	6			light-thorns		800	2200																	0
Valura's Aim	100	1		10	1	99	16	am1	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	explosivearrow		1	1	lifesteal		3	12													0
Valura's Vision	100	1		10	1	99	16	am2	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	explosivearrow		1	1	lifesteal		3	12													0
Valura's Prod	100	1		10	1	99	16	am3	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	hit-skill	56	5	20	lifesteal		3	12													0
Valura's Needle	100	1		10	1	99	16	am4	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	hit-skill	56	5	20	lifesteal		3	12													0
Valura's Hairpin	100	1		10	1	99	16	am5	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	explosivearrow		1	1	lifesteal		3	12													0
Valura's Worship	100	1		10	1	99	16	am6	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	explosivearrow		1	1	lifesteal		3	12													0
Valura's Courtship	100	1		10	1	99	16	am7	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	explosivearrow		1	1	lifesteal		3	12													0
Valura's Barbeque	100	1		10	1	99	16	am8	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	explosivearrow		1	1	lifesteal		3	12													0
Valura's Skewer	100	1		10	1	99	16	am9	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	hit-skill	56	5	25	lifesteal		3	12													0
Valura's Assault	100	1		10	1	99	16	ama	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	hit-skill	56	5	25	lifesteal		3	12													0
Valura's Touch	100	1		10	1	99	16	amb	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	explosivearrow		1	1	lifesteal		3	12													0
Valura's Stroke	100	1		10	1	99	16	amc	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	explosivearrow		1	1	lifesteal		3	12													0
Valura's Sacrifice	100	1		10	1	99	16	amd	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	explosivearrow		1	1	lifesteal		3	12													0
Valura's Victory	100	1		10	1	99	16	ame	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	hit-skill	56	5	30	lifesteal		3	12													0
Valura's Conquest	100	1		10	1	99	16	amf	amazon			100	25000	cred	cred						sock	5			light		3	5	knock		1	1	ignore-ac		1	1	dmg%/lvl	12			dmg-cold	300	100	200	swing3		30	60	hit-skill	56	5	30	lifesteal		3	12													0
Yota's Aim	100	1		10	1	99	13	am1	amazon			100	20000	dred	dred						sock	4			freeze		3	6	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Vision	100	1		10	1	99	13	am2	amazon			100	20000	dred	dred						sock	4			freeze		3	6	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Prod	100	1		10	1	99	13	am3	amazon			100	20000	dred	dred						sock	4			freeze		3	6	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Needle	100	1		10	1	99	13	am4	amazon			100	20000	dred	dred						sock	4			freeze		3	6	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Hairpin	100	1		10	1	99	13	am5	amazon			100	20000	dred	dred						sock	4			freeze		3	6	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Worship	100	1		10	1	99	13	am6	amazon			100	20000	dred	dred						sock	4			freeze		3	6	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Courtship	100	1		10	1	99	13	am7	amazon			100	20000	dred	dred						sock	4			freeze		3	6	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Barbeque	100	1		10	1	99	13	am8	amazon			100	20000	dred	dred						sock	4			freeze		4	8	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Skewer	100	1		10	1	99	13	am9	amazon			100	20000	dred	dred						sock	4			freeze		4	8	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Assault	100	1		10	1	99	13	ama	amazon			100	20000	dred	dred						sock	4			freeze		4	8	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Touch	100	1		10	1	99	13	amb	amazon			100	20000	dred	dred						sock	4			freeze		4	8	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Stroke	100	1		10	1	99	13	amc	amazon			100	20000	dred	dred						sock	4			freeze		4	8	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Sacrifice	100	1		10	1	99	13	amd	amazon			100	20000	dred	dred						sock	4			freeze		5	10	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Victory	100	1		10	1	99	13	ame	amazon			100	20000	dred	dred						sock	4			freeze		5	10	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Yota's Conquest	100	1		10	1	99	13	amf	amazon			100	20000	dred	dred						sock	4			freeze		5	10	knock		1	1	ignore-ac		1	1	dmg%/lvl	6			dmg-cold	300	100	200	swing3		30	70	noheal		1	1	lifesteal		3	12													0
Hynda's Aim	100	1		10	1	99	16	am1	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	20																	0
Hynda's Vision	100	1		10	1	99	16	am2	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	20																	0
Hynda's Prod	100	1		10	1	99	16	am3	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	20																	0
Hynda's Needle	100	1		10	1	99	16	am4	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	20																	0
Hynda's Hairpin	100	1		10	1	99	16	am5	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	20																	0
Hynda's Worship	100	1		10	1	99	16	am6	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	20																	0
Hynda's Courtship	100	1		10	1	99	16	am7	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	25																	0
Hynda's Barbeque	100	1		10	1	99	16	am8	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	25																	0
Hynda's Skewer	100	1		10	1	99	16	am9	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	25																	0
Hynda's Assault	100	1		10	1	99	16	ama	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	25																	0
Hynda's Touch	100	1		10	1	99	16	amb	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	30																	0
Hynda's Stroke	100	1		10	1	99	16	amc	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	30																	0
Hynda's Sacrifice	100	1		10	1	99	16	amd	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	30																	0
Hynda's Victory	100	1		10	1	99	16	ame	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	30																	0
Hynda's Conquest	100	1		10	1	99	16	amf	amazon			100	25000	blac	blac						sock	4			noheal		1	1	knock		1	1	ignore-ac		1	1	dmg%/lvl	8			dmg-pois	300	1200	1200	swing3		30	70	hit-skill	74	5	30																	0
Hurja's Pillow	100	1		10	1	99	3	qui	torso			100	5000	dblu	dblu						sock	4			ac/lvl	6			red-dmg%		5	5	hp/lvl	6			gethit-skill	64	5	20	oskill	68	1	12	rep-dur	3																							0
Hurja's Rainment	100	1		10	1	99	3	lea	torso			100	5000	dblu	dblu						sock	4			ac/lvl	6			red-dmg%		5	5	hp/lvl	6			gethit-skill	64	5	20	oskill	68	1	12	rep-dur	3																							0
Hurja's Protection	100	1		10	1	99	3	hla	torso			100	5000	dblu	dblu						sock	4			ac/lvl	6			red-dmg%		5	5	hp/lvl	6			gethit-skill	64	5	20	oskill	68	1	12	rep-dur	3																							0
Hurja's Defense	100	1		10	1	99	3	stu	torso			100	5000	dblu	dblu						sock	4			ac/lvl	6			red-dmg%		5	5	hp/lvl	6			gethit-skill	64	5	20	oskill	68	1	12	rep-dur	3																							0
Hurja's Desire	100	1		10	1	99	3	rng	torso			100	5000	dblu	dblu						sock	4			ac/lvl	8			red-dmg%		10	10	hp/lvl	8			gethit-skill	64	5	20	oskill	68	1	12	rep-dur	3																							0
Hurja's Teeth	100	1		10	1	99	3	scl	torso			100	5000	dblu	dblu						sock	4			ac/lvl	8			red-dmg%		10	10	hp/lvl	8			gethit-skill	64	5	20	oskill	68	1	12	rep-dur	3																							0
Hurja's Links	100	1		10	1	99	6	chn	torso			100	10000	dblu	dblu						sock	4			ac/lvl	8			red-dmg%		10	10	hp/lvl	8			gethit-skill	64	5	20	oskill	68	1	12	rep-dur	3																							0
Hurja's Schism	100	1		10	1	99	6	brs	torso			100	10000	dblu	dblu						sock	4			ac/lvl	8			red-dmg%		10	10	hp/lvl	8			gethit-skill	64	5	20	oskill	68	1	12	rep-dur	3																							0
Hurja's Onyx	100	1		10	1	99	6	spl	torso			100	10000	dblu	dblu						sock	4			ac/lvl	10			red-dmg%		15	15	hp/lvl	10			gethit-skill	64	6	30	oskill	68	1	16	rep-dur	3																							0
Hurja's Lapus	100	1		10	1	99	6	plt	torso			100	10000	dblu	dblu						sock	4			ac/lvl	10			red-dmg%		15	15	hp/lvl	10			gethit-skill	64	6	30	oskill	68	1	16	rep-dur	3																							0
Hurja's Lazuli	100	1		10	1	99	6	fld	torso			100	10000	dblu	dblu						sock	4			ac/lvl	10			red-dmg%		15	15	hp/lvl	10			gethit-skill	64	6	30	oskill	68	1	16	rep-dur	4																							0
Hurja's Reticence	100	1		10	1	99	6	gth	torso			100	10000	dblu	dblu						sock	4			ac/lvl	10			red-dmg%		15	15	hp/lvl	10			gethit-skill	64	6	30	oskill	68	1	16	rep-dur	4																							0
Hurja's Reverence	100	1		10	1	99	10	ful	torso			100	15000	dblu	dblu						sock	5			ac/lvl	12			red-dmg%		20	20	hp/lvl	12			gethit-skill	64	6	30	oskill	68	1	16	rep-dur	4																							0
Hurja's Respect	100	1		10	1	99	10	aar	torso			100	15000	dblu	dblu						sock	5			ac/lvl	12			red-dmg%		20	20	hp/lvl	12			gethit-skill	64	6	30	oskill	68	1	16	rep-dur	4																							0
Hurja's Myriad	100	1		10	1	99	10	ltp	torso			100	15000	dblu	dblu						sock	5			ac/lvl	12			red-dmg%		20	20	hp/lvl	12			gethit-skill	64	6	30	oskill	68	1	16	rep-dur	4																							0
Hurja's Nomad	100	1		10	1	99	10	xui	torso			100	15000	dblu	dblu						sock	5			ac/lvl	12			red-dmg%		20	20	hp/lvl	12			gethit-skill	64	6	30	oskill	68	1	16	rep-dur	4																							0
Hurja's Slither	100	1		10	1	99	10	xea	torso			100	15000	dblu	dblu						sock	5			ac/lvl	14			red-dmg%		25	25	hp/lvl	14			gethit-skill	64	7	30	oskill	68	1	20	rep-dur	4																							0
Hurja's Banishment	100	1		10	1	99	10	xla	torso			100	15000	dblu	dblu						sock	5			ac/lvl	14			red-dmg%		25	25	hp/lvl	14			gethit-skill	64	7	30	oskill	68	1	20	rep-dur	4																							0
Hurja's Jade	100	1		10	1	99	13	xtu	torso			100	20000	dblu	dblu						sock	5			ac/lvl	14			red-dmg%		25	25	hp/lvl	14			gethit-skill	64	7	30	oskill	68	1	20	rep-dur	4																							0
Hurja's Witness	100	1		10	1	99	13	xng	torso			100	20000	dblu	dblu						sock	5			ac/lvl	14			red-dmg%		25	25	hp/lvl	14			gethit-skill	64	7	30	oskill	68	1	20	rep-dur	4																							0
Hurja's Gathering	100	1		10	1	99	13	xcl	torso			100	20000	dblu	dblu						sock	5			ac/lvl	16			red-dmg%		25	25	hp/lvl	16			gethit-skill	64	7	30	oskill	68	1	20	rep-dur	5																							0
Hurja's Collective	100	1		10	1	99	13	xhn	torso			100	20000	dblu	dblu						sock	5			ac/lvl	16			red-dmg%		25	25	hp/lvl	16			gethit-skill	64	7	30	oskill	68	1	20	rep-dur	5																							0
Hurja's Bearing	100	1		10	1	99	16	xrs	torso			100	25000	dblu	dblu						sock	5			ac/lvl	16			red-dmg%		25	25	hp/lvl	16			gethit-skill	64	7	30	oskill	68	1	20	rep-dur	5																							0
Hurja's Weight	100	1		10	1	99	16	xpl	torso			100	25000	dblu	dblu						sock	5			ac/lvl	16			red-dmg%		25	25	hp/lvl	16			gethit-skill	64	7	30	oskill	68	1	20	rep-dur	5																							0
Hurja's Force	100	1		10	1	99	16	xlt	torso			100	25000	dblu	dblu						sock	5			ac/lvl	18			red-dmg%		30	30	hp/lvl	18			gethit-skill	64	8	30	oskill	68	1	24	rep-dur	5																							0
Hurja's Bite	100	1		10	1	99	16	xld	torso			100	25000	dblu	dblu						sock	5			ac/lvl	18			red-dmg%		30	30	hp/lvl	18			gethit-skill	64	8	30	oskill	68	1	24	rep-dur	5																							0
Hurja's Standard	100	1		10	1	99	20	xth	torso			100	30000	dblu	dblu						sock	5			ac/lvl	18			red-dmg%		30	30	hp/lvl	18			gethit-skill	64	8	30	oskill	68	1	24	rep-dur	5																							0
Hurja's Maelstrom	100	1		10	1	99	20	xul	torso			100	30000	dblu	dblu						sock	5			ac/lvl	18			red-dmg%		30	30	hp/lvl	18			gethit-skill	64	8	30	oskill	68	1	24	rep-dur	5																							0
Hurja's Glinting	100	1		10	1	99	20	xar	torso			100	30000	dblu	dblu						sock	5			ac/lvl	20			red-dmg%		30	30	hp/lvl	20			gethit-skill	64	8	30	oskill	68	1	24	rep-dur	5																							0
Hurja's Mystic	100	1		10	1	99	20	xtp	torso			100	30000	dblu	dblu						sock	5			ac/lvl	20			red-dmg%		30	30	hp/lvl	20			gethit-skill	64	8	30	oskill	68	1	24	rep-dur	5																							0
Hurja's Darkness	100	1		5	1	99	23	uui	torso			100	35000	dblu	dblu						sock	6			ac/lvl	20			red-dmg%		30	30	hp/lvl	20			gethit-skill	64	8	30	oskill	68	1	24	rep-dur	6																							0
Hurja's Leviathan	100	1		5	1	99	23	uea	torso			100	35000	dblu	dblu						sock	6			ac/lvl	20			red-dmg%		30	30	hp/lvl	20			gethit-skill	64	8	30	oskill	68	1	24	rep-dur	6																							0
Hurja's Sacred	100	1		5	1	99	23	ula	torso			100	35000	dblu	dblu						sock	6			ac/lvl	22			red-dmg%		35	35	hp/lvl	22			gethit-skill	64	10	31	oskill	68	1	28	rep-dur	6																							0
Hurja's Holy	100	1		5	1	99	23	utu	torso			100	35000	dblu	dblu						sock	6			ac/lvl	22			red-dmg%		35	35	hp/lvl	22			gethit-skill	64	10	31	oskill	68	1	28	rep-dur	6																							0
Hurja's Solid	100	1		4	1	99	26	ung	torso			100	40000	dblu	dblu						sock	6			ac/lvl	22			red-dmg%		35	35	hp/lvl	22			gethit-skill	64	10	31	oskill	68	1	28	rep-dur	6																							0
Hurja's Shining	100	1		4	1	99	26	ucl	torso			100	40000	dblu	dblu						sock	6			ac/lvl	22			red-dmg%		35	35	hp/lvl	22			gethit-skill	64	10	31	oskill	68	1	28	rep-dur	6																							0
Hurja's Destiny	100	1		4	1	99	26	uhn	torso			100	40000	dblu	dblu						sock	6			ac/lvl	24			red-dmg%		35	35	hp/lvl	24			gethit-skill	64	10	31	oskill	68	1	28	rep-dur	6																							0
Hurja's Glory	100	1		4	1	99	26	urs	torso			100	40000	dblu	dblu						sock	6			ac/lvl	24			red-dmg%		35	35	hp/lvl	24			gethit-skill	64	10	31	oskill	68	1	28	rep-dur	6																							0
Hurja's Seething	100	1		3	1	99	30	upl	torso			100	45000	dblu	dblu						sock	6			ac/lvl	24			red-dmg%		35	35	hp/lvl	24			gethit-skill	64	10	31	oskill	68	1	28	rep-dur	6																							0
Hurja's Damnation	100	1		3	1	99	30	ult	torso			100	45000	dblu	dblu						sock	6			ac/lvl	24			red-dmg%		35	35	hp/lvl	24			gethit-skill	64	10	31	oskill	68	1	28	rep-dur	6																							0
Hurja's Might	100	1		3	1	99	30	uld	torso			100	45000	dblu	dblu						sock	6			ac/lvl	26			red-dmg%		40	40	hp/lvl	26			gethit-skill	64	10	31	oskill	68	1	31	rep-dur	8																							0
Hurja's Distress	100	1		3	1	99	30	uth	torso			100	45000	dblu	dblu						sock	6			ac/lvl	26			red-dmg%		40	40	hp/lvl	26			gethit-skill	64	10	31	oskill	68	1	31	rep-dur	8																							0
Hurja's Cloaking	100	1		2	1	99	33	uul	torso			100	50000	dblu	dblu						sock	6			ac/lvl	26			red-dmg%		40	40	hp/lvl	26			gethit-skill	64	10	31	oskill	68	1	31	rep-dur	8																							0
Hurja's Virtue	100	1		2	1	99	33	uar	torso			100	50000	dblu	dblu						sock	6			ac/lvl	26			red-dmg%		40	40	hp/lvl	26			gethit-skill	64	10	31	oskill	68	1	31	rep-dur	8																							0
Hurja's Legend	100	1		2	1	99	33	utp	torso			100	50000	dblu	dblu						sock	6			ac/lvl	28			red-dmg%		40	40	hp/lvl	28			gethit-skill	64	10	31	oskill	68	1	31	rep-dur	8																							0
Kreelor's Cushion	100	1		10	1	99	3	qui	torso			100	5000	dblu	dblu						sock	4			ac/lvl	6			red-dmg%		5	5	regen	6			gethit-skill	121	5	20	oskill	58	1	12	rep-dur	3																							0
Kreelor's Battle Dress	100	1		10	1	99	3	lea	torso			100	5000	dblu	dblu						sock	4			ac/lvl	6			red-dmg%		5	5	regen	6			gethit-skill	121	5	20	oskill	58	1	12	rep-dur	3																							0
Kreelor's Protection	100	1		10	1	99	3	hla	torso			100	5000	dblu	dblu						sock	4			ac/lvl	6			red-dmg%		5	5	regen	6			gethit-skill	121	5	20	oskill	58	1	12	rep-dur	3																							0
Kreelor's Defense	100	1		10	1	99	3	stu	torso			100	5000	dblu	dblu						sock	4			ac/lvl	6			red-dmg%		5	5	regen	6			gethit-skill	121	5	20	oskill	58	1	12	rep-dur	3																							0
Kreelor's Desire	100	1		10	1	99	3	rng	torso			100	5000	dblu	dblu						sock	4			ac/lvl	8			red-dmg%		10	10	regen	8			gethit-skill	121	5	20	oskill	58	1	12	rep-dur	3																							0
Kreelor's Fish	100	1		10	1	99	3	scl	torso			100	5000	dblu	dblu						sock	4			ac/lvl	8			red-dmg%		10	10	regen	8			gethit-skill	121	5	20	oskill	58	1	12	rep-dur	3																							0
Kreelor's Links	100	1		10	1	99	6	chn	torso			100	10000	dblu	dblu						sock	4			ac/lvl	8			red-dmg%		10	10	regen	8			gethit-skill	121	5	20	oskill	58	1	12	rep-dur	3																							0
Kreelor's Schism	100	1		10	1	99	6	brs	torso			100	10000	dblu	dblu						sock	4			ac/lvl	8			red-dmg%		10	10	regen	8			gethit-skill	121	5	20	oskill	58	1	12	rep-dur	3																							0
Kreelor's Onyx	100	1		10	1	99	6	spl	torso			100	10000	dblu	dblu						sock	4			ac/lvl	10			red-dmg%		15	15	regen	10			gethit-skill	121	6	30	oskill	58	1	16	rep-dur	3																							0
Kreelor's Lapus	100	1		10	1	99	6	plt	torso			100	10000	dblu	dblu						sock	4			ac/lvl	10			red-dmg%		15	15	regen	10			gethit-skill	121	6	30	oskill	58	1	16	rep-dur	3																							0
Kreelor's Lazuli	100	1		10	1	99	6	fld	torso			100	10000	dblu	dblu						sock	4			ac/lvl	10			red-dmg%		15	15	regen	10			gethit-skill	121	6	30	oskill	58	1	16	rep-dur	4																							0
Kreelor's Knot	100	1		10	1	99	6	gth	torso			100	10000	dblu	dblu						sock	4			ac/lvl	10			red-dmg%		15	15	regen	10			gethit-skill	121	6	30	oskill	58	1	16	rep-dur	4																							0
Kreelor's Dignity	100	1		10	1	99	10	ful	torso			100	15000	dblu	dblu						sock	5			ac/lvl	12			red-dmg%		20	20	regen	12			gethit-skill	121	6	30	oskill	58	1	16	rep-dur	4																							0
Kreelor's Pride	100	1		10	1	99	10	aar	torso			100	15000	dblu	dblu						sock	5			ac/lvl	12			red-dmg%		20	20	regen	12			gethit-skill	121	6	30	oskill	58	1	16	rep-dur	4																							0
