Level	Amazon	Sorceress	Necromancer	Paladin	Barbarian	Druid	Assassin	ExpRatio
9019	3472866900	3472866900	3472866900	3472866900	3472866900	3472866900	3472866900	222
9020	3473466900	3473466900	3473466900	3473466900	3473466900	3473466900	3473466900	221
9021	3474066900	3474066900	3474066900	3474066900	3474066900	3474066900	3474066900	221
9022	3474666900	3474666900	3474666900	3474666900	3474666900	3474666900	3474666900	221
9023	3475266900	3475266900	3475266900	3475266900	3475266900	3475266900	3475266900	221
9024	3475866900	3475866900	3475866900	3475866900	3475866900	3475866900	3475866900	221
9025	3476466900	3476466900	3476466900	3476466900	3476466900	3476466900	3476466900	221
9026	3477066900	3477066900	3477066900	3477066900	3477066900	3477066900	3477066900	221
9027	3477666900	3477666900	3477666900	3477666900	3477666900	3477666900	3477666900	221
9028	3478266900	3478266900	3478266900	3478266900	3478266900	3478266900	3478266900	221
9029	3478866900	3478866900	3478866900	3478866900	3478866900	3478866900	3478866900	221
9030	3479466900	3479466900	3479466900	3479466900	3479466900	3479466900	3479466900	220
9031	3480066900	3480066900	3480066900	3480066900	3480066900	3480066900	3480066900	220
9032	3480666900	3480666900	3480666900	3480666900	3480666900	3480666900	3480666900	220
9033	3481266900	3481266900	3481266900	3481266900	3481266900	3481266900	3481266900	220
9034	3481866900	3481866900	3481866900	3481866900	3481866900	3481866900	3481866900	220
9035	3482466900	3482466900	3482466900	3482466900	3482466900	3482466900	3482466900	220
9036	3483066900	3483066900	3483066900	3483066900	3483066900	3483066900	3483066900	220
9037	3483666900	3483666900	3483666900	3483666900	3483666900	3483666900	3483666900	220
9038	3484266900	3484266900	3484266900	3484266900	3484266900	3484266900	3484266900	220
9039	3484866900	3484866900	3484866900	3484866900	3484866900	3484866900	3484866900	220
9040	3485466900	3485466900	3485466900	3485466900	3485466900	3485466900	3485466900	219
9041	3486066900	3486066900	3486066900	3486066900	3486066900	3486066900	3486066900	219
9042	3486666900	3486666900	3486666900	3486666900	3486666900	3486666900	3486666900	219
9043	3487266900	3487266900	3487266900	3487266900	3487266900	3487266900	3487266900	219
9044	3487866900	3487866900	3487866900	3487866900	3487866900	3487866900	3487866900	219
9045	3488466900	3488466900	3488466900	3488466900	3488466900	3488466900	3488466900	219
9046	3489066900	3489066900	3489066900	3489066900	3489066900	3489066900	3489066900	219
9047	3489666900	3489666900	3489666900	3489666900	3489666900	3489666900	3489666900	219
9048	3490266900	3490266900	3490266900	3490266900	3490266900	3490266900	3490266900	219
9049	3490866900	3490866900	3490866900	3490866900	3490866900	3490866900	3490866900	219
9050	3491466900	3491466900	3491466900	3491466900	3491466900	3491466900	3491466900	218
9051	3492066900	3492066900	3492066900	3492066900	3492066900	3492066900	3492066900	218
9052	3492666900	3492666900	3492666900	3492666900	3492666900	3492666900	3492666900	218
9053	3493266900	3493266900	3493266900	3493266900	3493266900	3493266900	3493266900	218
9054	3493866900	3493866900	3493866900	3493866900	3493866900	3493866900	3493866900	218
9055	3494466900	3494466900	3494466900	3494466900	3494466900	3494466900	3494466900	218
9056	3495066900	3495066900	3495066900	3495066900	3495066900	3495066900	3495066900	218
9057	3495666900	3495666900	3495666900	3495666900	3495666900	3495666900	3495666900	218
9058	3496266900	3496266900	3496266900	3496266900	3496266900	3496266900	3496266900	218
9059	3496866900	3496866900	3496866900	3496866900	3496866900	3496866900	3496866900	218
9060	3497466900	3497466900	3497466900	3497466900	3497466900	3497466900	3497466900	217
9061	3498066900	3498066900	3498066900	3498066900	3498066900	3498066900	3498066900	217
9062	3498666900	3498666900	3498666900	3498666900	3498666900	3498666900	3498666900	217
9063	3499266900	3499266900	3499266900	3499266900	3499266900	3499266900	3499266900	217
9064	3499866900	3499866900	3499866900	3499866900	3499866900	3499866900	3499866900	217
9065	3500466900	3500466900	3500466900	3500466900	3500466900	3500466900	3500466900	217
9066	3501066900	3501066900	3501066900	3501066900	3501066900	3501066900	3501066900	217
9067	3501666900	3501666900	3501666900	3501666900	3501666900	3501666900	3501666900	217
9068	3502266900	3502266900	3502266900	3502266900	3502266900	3502266900	3502266900	217
9069	3502866900	3502866900	3502866900	3502866900	3502866900	3502866900	3502866900	217
9070	3503466900	3503466900	3503466900	3503466900	3503466900	3503466900	3503466900	216
9071	3504066900	3504066900	3504066900	3504066900	3504066900	3504066900	3504066900	216
9072	3504666900	3504666900	3504666900	3504666900	3504666900	3504666900	3504666900	216
9073	3505266900	3505266900	3505266900	3505266900	3505266900	3505266900	3505266900	216
9074	3505866900	3505866900	3505866900	3505866900	3505866900	3505866900	3505866900	216
9075	3506466900	3506466900	3506466900	3506466900	3506466900	3506466900	3506466900	216
9076	3507066900	3507066900	3507066900	3507066900	3507066900	3507066900	3507066900	216
9077	3507666900	3507666900	3507666900	3507666900	3507666900	3507666900	3507666900	216
9078	3508266900	3508266900	3508266900	3508266900	3508266900	3508266900	3508266900	216
9079	3508866900	3508866900	3508866900	3508866900	3508866900	3508866900	3508866900	216
9080	3509466900	3509466900	3509466900	3509466900	3509466900	3509466900	3509466900	215
9081	3510066900	3510066900	3510066900	3510066900	3510066900	3510066900	3510066900	215
9082	3510666900	3510666900	3510666900	3510666900	3510666900	3510666900	3510666900	215
9083	3511266900	3511266900	3511266900	3511266900	3511266900	3511266900	3511266900	215
9084	3511866900	3511866900	3511866900	3511866900	3511866900	3511866900	3511866900	215
9085	3512466900	3512466900	3512466900	3512466900	3512466900	3512466900	3512466900	215
9086	3513066900	3513066900	3513066900	3513066900	3513066900	3513066900	3513066900	215
9087	3513666900	3513666900	3513666900	3513666900	3513666900	3513666900	3513666900	215
9088	3514266900	3514266900	3514266900	3514266900	3514266900	3514266900	3514266900	215
9089	3514866900	3514866900	3514866900	3514866900	3514866900	3514866900	3514866900	215
9090	3515466900	3515466900	3515466900	3515466900	3515466900	3515466900	3515466900	214
9091	3516066900	3516066900	3516066900	3516066900	3516066900	3516066900	3516066900	214
9092	3516666900	3516666900	3516666900	3516666900	3516666900	3516666900	3516666900	214
9093	3517266900	3517266900	3517266900	3517266900	3517266900	3517266900	3517266900	214
9094	3517866900	3517866900	3517866900	3517866900	3517866900	3517866900	3517866900	214
9095	3518466900	3518466900	3518466900	3518466900	3518466900	3518466900	3518466900	214
9096	3519066900	3519066900	3519066900	3519066900	3519066900	3519066900	3519066900	214
9097	3519666900	3519666900	3519666900	3519666900	3519666900	3519666900	3519666900	214
9098	3520266900	3520266900	3520266900	3520266900	3520266900	3520266900	3520266900	214
9099	3520866900	3520866900	3520866900	3520866900	3520866900	3520866900	3520866900	214
9100	3521466900	3521466900	3521466900	3521466900	3521466900	3521466900	3521466900	213
9101	3522066900	3522066900	3522066900	3522066900	3522066900	3522066900	3522066900	213
9102	3522666900	3522666900	3522666900	3522666900	3522666900	3522666900	3522666900	213
9103	3523266900	3523266900	3523266900	3523266900	3523266900	3523266900	3523266900	213
9104	3523866900	3523866900	3523866900	3523866900	3523866900	3523866900	3523866900	213
9105	3524466900	3524466900	3524466900	3524466900	3524466900	3524466900	3524466900	213
9106	3525066900	3525066900	3525066900	3525066900	3525066900	3525066900	3525066900	213
9107	3525666900	3525666900	3525666900	3525666900	3525666900	3525666900	3525666900	213
9108	3526266900	3526266900	3526266900	3526266900	3526266900	3526266900	3526266900	213
9109	3526866900	3526866900	3526866900	3526866900	3526866900	3526866900	3526866900	213
9110	3527466900	3527466900	3527466900	3527466900	3527466900	3527466900	3527466900	212
9111	3528066900	3528066900	3528066900	3528066900	3528066900	3528066900	3528066900	212
9112	3528666900	3528666900	3528666900	3528666900	3528666900	3528666900	3528666900	212
9113	3529266900	3529266900	3529266900	3529266900	3529266900	3529266900	3529266900	212
9114	3529866900	3529866900	3529866900	3529866900	3529866900	3529866900	3529866900	212
9115	3530466900	3530466900	3530466900	3530466900	3530466900	3530466900	3530466900	212
9116	3531066900	3531066900	3531066900	3531066900	3531066900	3531066900	3531066900	212
9117	3531666900	3531666900	3531666900	3531666900	3531666900	3531666900	3531666900	212
9118	3532266900	3532266900	3532266900	3532266900	3532266900	3532266900	3532266900	212
9119	3532866900	3532866900	3532866900	3532866900	3532866900	3532866900	3532866900	212
9120	3533466900	3533466900	3533466900	3533466900	3533466900	3533466900	3533466900	211
9121	3534066900	3534066900	3534066900	3534066900	3534066900	3534066900	3534066900	211
9122	3534666900	3534666900	3534666900	3534666900	3534666900	3534666900	3534666900	211
9123	3535266900	3535266900	3535266900	3535266900	3535266900	3535266900	3535266900	211
9124	3535866900	3535866900	3535866900	3535866900	3535866900	3535866900	3535866900	211
9125	3536466900	3536466900	3536466900	3536466900	3536466900	3536466900	3536466900	211
9126	3537066900	3537066900	3537066900	3537066900	3537066900	3537066900	3537066900	211
9127	3537666900	3537666900	3537666900	3537666900	3537666900	3537666900	3537666900	211
9128	3538266900	3538266900	3538266900	3538266900	3538266900	3538266900	3538266900	211
9129	3538866900	3538866900	3538866900	3538866900	3538866900	3538866900	3538866900	211
9130	3539466900	3539466900	3539466900	3539466900	3539466900	3539466900	3539466900	210
9131	3540066900	3540066900	3540066900	3540066900	3540066900	3540066900	3540066900	210
9132	3540666900	3540666900	3540666900	3540666900	3540666900	3540666900	3540666900	210
9133	3541266900	3541266900	3541266900	3541266900	3541266900	3541266900	3541266900	210
9134	3541866900	3541866900	3541866900	3541866900	3541866900	3541866900	3541866900	210
9135	3542466900	3542466900	3542466900	3542466900	3542466900	3542466900	3542466900	210
9136	3543066900	3543066900	3543066900	3543066900	3543066900	3543066900	3543066900	210
9137	3543666900	3543666900	3543666900	3543666900	3543666900	3543666900	3543666900	210
9138	3544266900	3544266900	3544266900	3544266900	3544266900	3544266900	3544266900	210
9139	3544866900	3544866900	3544866900	3544866900	3544866900	3544866900	3544866900	210
9140	3545466900	3545466900	3545466900	3545466900	3545466900	3545466900	3545466900	209
9141	3546066900	3546066900	3546066900	3546066900	3546066900	3546066900	3546066900	209
9142	3546666900	3546666900	3546666900	3546666900	3546666900	3546666900	3546666900	209
9143	3547266900	3547266900	3547266900	3547266900	3547266900	3547266900	3547266900	209
9144	3547866900	3547866900	3547866900	3547866900	3547866900	3547866900	3547866900	209
9145	3548466900	3548466900	3548466900	3548466900	3548466900	3548466900	3548466900	209
9146	3549066900	3549066900	3549066900	3549066900	3549066900	3549066900	3549066900	209
9147	3549666900	3549666900	3549666900	3549666900	3549666900	3549666900	3549666900	209
9148	3550266900	3550266900	3550266900	3550266900	3550266900	3550266900	3550266900	209
9149	3550866900	3550866900	3550866900	3550866900	3550866900	3550866900	3550866900	209
9150	3551466900	3551466900	3551466900	3551466900	3551466900	3551466900	3551466900	208
9151	3552066900	3552066900	3552066900	3552066900	3552066900	3552066900	3552066900	208
9152	3552666900	3552666900	3552666900	3552666900	3552666900	3552666900	3552666900	208
9153	3553266900	3553266900	3553266900	3553266900	3553266900	3553266900	3553266900	208
9154	3553866900	3553866900	3553866900	3553866900	3553866900	3553866900	3553866900	208
9155	3554466900	3554466900	3554466900	3554466900	3554466900	3554466900	3554466900	208
9156	3555066900	3555066900	3555066900	3555066900	3555066900	3555066900	3555066900	208
9157	3555666900	3555666900	3555666900	3555666900	3555666900	3555666900	3555666900	208
9158	3556266900	3556266900	3556266900	3556266900	3556266900	3556266900	3556266900	208
9159	3556866900	3556866900	3556866900	3556866900	3556866900	3556866900	3556866900	208
9160	3557466900	3557466900	3557466900	3557466900	3557466900	3557466900	3557466900	207
9161	3558066900	3558066900	3558066900	3558066900	3558066900	3558066900	3558066900	207
9162	3558666900	3558666900	3558666900	3558666900	3558666900	3558666900	3558666900	207
9163	3559266900	3559266900	3559266900	3559266900	3559266900	3559266900	3559266900	207
9164	3559866900	3559866900	3559866900	3559866900	3559866900	3559866900	3559866900	207
9165	3560466900	3560466900	3560466900	3560466900	3560466900	3560466900	3560466900	207
9166	3561066900	3561066900	3561066900	3561066900	3561066900	3561066900	3561066900	207
9167	3561666900	3561666900	3561666900	3561666900	3561666900	3561666900	3561666900	207
9168	3562266900	3562266900	3562266900	3562266900	3562266900	3562266900	3562266900	207
9169	3562866900	3562866900	3562866900	3562866900	3562866900	3562866900	3562866900	207
9170	3563466900	3563466900	3563466900	3563466900	3563466900	3563466900	3563466900	206
9171	3564066900	3564066900	3564066900	3564066900	3564066900	3564066900	3564066900	206
9172	3564666900	3564666900	3564666900	3564666900	3564666900	3564666900	3564666900	206
9173	3565266900	3565266900	3565266900	3565266900	3565266900	3565266900	3565266900	206
9174	3565866900	3565866900	3565866900	3565866900	3565866900	3565866900	3565866900	206
9175	3566466900	3566466900	3566466900	3566466900	3566466900	3566466900	3566466900	206
9176	3567066900	3567066900	3567066900	3567066900	3567066900	3567066900	3567066900	206
9177	3567666900	3567666900	3567666900	3567666900	3567666900	3567666900	3567666900	206
9178	3568266900	3568266900	3568266900	3568266900	3568266900	3568266900	3568266900	206
9179	3568866900	3568866900	3568866900	3568866900	3568866900	3568866900	3568866900	206
9180	3569466900	3569466900	3569466900	3569466900	3569466900	3569466900	3569466900	205
9181	3570066900	3570066900	3570066900	3570066900	3570066900	3570066900	3570066900	205
9182	3570666900	3570666900	3570666900	3570666900	3570666900	3570666900	3570666900	205
9183	3571266900	3571266900	3571266900	3571266900	3571266900	3571266900	3571266900	205
9184	3571866900	3571866900	3571866900	3571866900	3571866900	3571866900	3571866900	205
9185	3572466900	3572466900	3572466900	3572466900	3572466900	3572466900	3572466900	205
9186	3573066900	3573066900	3573066900	3573066900	3573066900	3573066900	3573066900	205
9187	3573666900	3573666900	3573666900	3573666900	3573666900	3573666900	3573666900	205
9188	3574266900	3574266900	3574266900	3574266900	3574266900	3574266900	3574266900	205
9189	3574866900	3574866900	3574866900	3574866900	3574866900	3574866900	3574866900	205
9190	3575466900	3575466900	3575466900	3575466900	3575466900	3575466900	3575466900	204
9191	3576066900	3576066900	3576066900	3576066900	3576066900	3576066900	3576066900	204
9192	3576666900	3576666900	3576666900	3576666900	3576666900	3576666900	3576666900	204
9193	3577266900	3577266900	3577266900	3577266900	3577266900	3577266900	3577266900	204
9194	3577866900	3577866900	3577866900	3577866900	3577866900	3577866900	3577866900	204
